objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
col010_00042,Meridian Quick Response at Emergency Medical Conference,Meridian Quick Response Unit/Meridian Fire Department ,1985,"QRU visits Sun Valley for Emergency Medical Conference, 1985 ",Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1983-1985,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00042.jpg,/objects/small/col010_mfdimages_00042_sm.jpg,/objects/thumbs/col010_mfdimages_00042_th.jpg,,
col010_00043,Meridian Quick Response members socialize before Board Meeting,Meridian Quick Response Unit/Meridian Fire Department ,1985-05,"J. McDonnell, Russ Storrs, Marilyn Razutis, Tim Ayres, Margie Marier, in quarters before a QRU board meeting in May 1985",Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1983-1985,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00043.jpg,/objects/small/col010_mfdimages_00043_sm.jpg,/objects/thumbs/col010_mfdimages_00043_th.jpg,,
col010_00044,QRU Volunteers Practice Vacuum Splint-1985,Meridian Quick Response Unit/Meridian Fire Department ,1985,"QRU volunteers Margie Marier and Jill Boehme practice putting on the vacuum splint, 1985",Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1983-1985,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00044.jpg,/objects/small/col010_mfdimages_00044_sm.jpg,/objects/thumbs/col010_mfdimages_00044_th.jpg,,
col010_00045,QRU Rescue-1 Garage,Meridian Quick Response Unit/Meridian Fire Department ,1985-05,"QRU Rescue 1 Garage, May 1985",Emergency vehicles; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1983-1985,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00045.jpg,/objects/small/col010_mfdimages_00045_sm.jpg,/objects/thumbs/col010_mfdimages_00045_th.jpg,,
col010_00046,QRU Volunteers Practice Use of Oxygen Tank,Meridian Quick Response Unit/Meridian Fire Department ,1985,"QRU Volunteers Marilyn Razutis and Margie Marier work with oxygen tanks, 1985 ",Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1983-1985,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00046.jpg,/objects/small/col010_mfdimages_00046_sm.jpg,/objects/thumbs/col010_mfdimages_00046_th.jpg,,
col010_00047,QRU Volunteers Practice Applying C-collar,Meridian Quick Response Unit/Meridian Fire Department ,1985,"Dave Olsen practices applying a C-collar on Jill Boehme, 1985",Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1983-1985,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00047.jpg,/objects/small/col010_mfdimages_00047_sm.jpg,/objects/thumbs/col010_mfdimages_00047_th.jpg,,
col010_00048,QRU Volunteers Practice Taking Blood Pressure,Meridian Quick Response Unit/Meridian Fire Department ,1985,"QRU Marilyn Razutis and Johanna McDonnell practice taking blood pressure, 1985",Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1983-1985,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00048.jpg,/objects/small/col010_mfdimages_00048_sm.jpg,/objects/thumbs/col010_mfdimages_00048_th.jpg,,
col010_00049,Donna and Peggy Kesner Recognized by State of Idaho,Meridian Quick Response Unit/Meridian Fire Department ,1986,Fire Rescue Unit surprises Donna and Peggy Kesner with Certificates of Appreciation from the state of Idaho during a meeting with ID Governor John Evans--1986,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00049.jpg,/objects/small/col010_mfdimages_00049_sm.jpg,/objects/thumbs/col010_mfdimages_00049_th.jpg,,
col010_00050,Fire Chief Kenny Bowers,Photo by Valley News,1986-10-16,"Meridian Fire Chief Kenny Bowers at a Meridian Fire Department practice session, October 1986. ","Chief, Fire","Meridian, Idaho",,,"Valley News, October 16, 1986; found in Meridian Fire Department Scrapbook 1986-1994",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00050.jpg,/objects/small/col010_mfdimages_00050_sm.jpg,/objects/thumbs/col010_mfdimages_00050_th.jpg,,
col010_00051,Meridian Quick Response Unit Recieves $400 Donation ,Photo by Valley News,1986,Members of Meridian’s Quick Response Unit accept a $400 check of money raised from the Cherry Plaza Cherry Pie Contest and Auction,Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Valley News; found in Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00051.jpg,/objects/small/col010_mfdimages_00051_sm.jpg,/objects/thumbs/col010_mfdimages_00051_th.jpg,,
col010_00052,Meridian Quick Response Unit Communicating by Radio,Meridian Quick Response Unit/Meridian Fire Department ,1986,Member of Meridian's Quick Response Unit poses for a picture holding the emergency vehicle's radio. ,Emergency vehicles; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00052.jpg,/objects/small/col010_mfdimages_00052_sm.jpg,/objects/thumbs/col010_mfdimages_00052_th.jpg,,
col010_00053,Meridian Quick Response Unit at Christmas Parade,Meridian Quick Response Unit/Meridian Fire Department ,1986,Member's of Meridian's Quick Response Unit participate in Meridian's 1986 Christmas Parade. ,Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00053.jpg,/objects/small/col010_mfdimages_00053_sm.jpg,/objects/thumbs/col010_mfdimages_00053_th.jpg,,
col010_00054,Fire Chief Kenny Bowers Poses for Photos at Christmas Party,Meridian Quick Response Unit/Meridian Fire Department ,1986,Meridian Fire Chief Kenny Bowers poses for pictures with staff at the Meridian Fire Department Christmas party. ,"Chief, Fire","Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00054.jpg,/objects/small/col010_mfdimages_00054_sm.jpg,/objects/thumbs/col010_mfdimages_00054_th.jpg,,
col010_00055,Meridian Fire Department Staff at Christmas Party,Meridian Quick Response Unit/Meridian Fire Department ,1986,Donna Kesner poses with another staff member at the Meridian Fire Department Christmas party. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00055.jpg,/objects/small/col010_mfdimages_00055_sm.jpg,/objects/thumbs/col010_mfdimages_00055_th.jpg,,
col010_00056,Mock Disaster Training ,Meridian Quick Response Unit/Meridian Fire Department ,1986,Meridian Fire Department and Quick Response staff participate in a mock disaster training in 1986. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00056.jpg,/objects/small/col010_mfdimages_00056_sm.jpg,/objects/thumbs/col010_mfdimages_00056_th.jpg,,
col010_00057,Mock Disaster Training ,Meridian Quick Response Unit/Meridian Fire Department ,1986,Meridian Fire Department and Quick Response staff participate in a mock disaster training in 1986. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00057.jpg,/objects/small/col010_mfdimages_00057_sm.jpg,/objects/thumbs/col010_mfdimages_00057_th.jpg,,
col010_00058,Mock Disaster Training ,Meridian Quick Response Unit/Meridian Fire Department ,1986,Meridian Fire Department and Quick Response staff participate in a mock disaster training in 1986. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00058.jpg,/objects/small/col010_mfdimages_00058_sm.jpg,/objects/thumbs/col010_mfdimages_00058_th.jpg,,
col010_00059,Meridian Volunteer Fire Department Members Pass State Course,Meridian Quick Response Unit/Meridian Fire Department ,1987-04-30,Nine Meridian Volunteer Fire Department members pass a state certified course on crash injury management. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Newspaper clipping found in Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00059.jpg,/objects/small/col010_mfdimages_00059_sm.jpg,/objects/thumbs/col010_mfdimages_00059_th.jpg,,
col010_00060,Meridian Fire Department Responds to an Accident ,Meridian Quick Response Unit/Meridian Fire Department ,1987,Meridian Fire Department responds to an accident. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00060.jpg,/objects/small/col010_mfdimages_00060_sm.jpg,/objects/thumbs/col010_mfdimages_00060_th.jpg,,
col010_00061,Meridian Quick Response Unit River Rescue Training,Meridian Quick Response Unit/Meridian Fire Department ,1987,Meridian Quick Response Unit practices taking an injured person across a river in an river rescue training  ,Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00061.jpg,/objects/small/col010_mfdimages_00061_sm.jpg,/objects/thumbs/col010_mfdimages_00061_th.jpg,,
col010_00062,Emergency Crew Respond to Accident,Meridian Quick Response Unit/Meridian Fire Department ,1990-06-04,Emrgency crew respond to accident on E 1st and Franklin ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00062.jpg,/objects/small/col010_mfdimages_00062_sm.jpg,/objects/thumbs/col010_mfdimages_00062_th.jpg,,
col010_00063,Firemen on Scene at an Accident,Meridian Quick Response Unit/Meridian Fire Department ,1990-06-19,Meridian firemen respond to an acident on I-84 near Blackcat. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00063.jpg,/objects/small/col010_mfdimages_00063_sm.jpg,/objects/thumbs/col010_mfdimages_00063_th.jpg,,
col010_00064,Meridian Quick response Unit at Meridian Dairy Days Parade,Meridian Quick Response Unit/Meridian Fire Department ,1992,"Meridian Quick Response Unit in Meridian Dairy Days Parade, 1992. ",Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00064.jpg,/objects/small/col010_mfdimages_00064_sm.jpg,/objects/thumbs/col010_mfdimages_00064_th.jpg,,
col010_00065,Meridian Quick response Unit at Meridian Dairy Days Parade,Meridian Quick Response Unit/Meridian Fire Department ,1992,"Meridian Quick Response Unit in Meridian Dairy Days Parade, 1992. ",Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00065.jpg,/objects/small/col010_mfdimages_00065_sm.jpg,/objects/thumbs/col010_mfdimages_00065_th.jpg,,
col010_00066,Firefighter Rod Shaul Puts Out Fire,Chris Butler/The Idaho Statesman,1994-08-12,Meridian Firefighter Rod Shaul puts out fire behind a home on Ustick Road.,Firefighters,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00066.jpg,/objects/small/col010_mfdimages_00066_sm.jpg,/objects/thumbs/col010_mfdimages_00066_th.jpg,,
col010_00067,Firefighters Rod Shaul & Jeff Murrary aid Paramedic Dave Talford,The Idaho Statesman,1994-09-22,Meridian firefighters Rod Shaul and Jeff Murray help Ada County paramedic Dave Talford provide aid to Lela Sanders,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00067.jpg,/objects/small/col010_mfdimages_00067_sm.jpg,/objects/thumbs/col010_mfdimages_00067_th.jpg,,
col010_00068,Meridian Firefighter Car Accident Extraction Training,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Firefighters do extraction training in 1994.,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00068.jpg,/objects/small/col010_mfdimages_00068_sm.jpg,/objects/thumbs/col010_mfdimages_00068_th.jpg,,
col010_00069,Meridian Firefighter Car Accident Extraction Training,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Firefighters do extraction training in 1994.,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00069.jpg,/objects/small/col010_mfdimages_00069_sm.jpg,/objects/thumbs/col010_mfdimages_00069_th.jpg,,
col010_00070,Meridian Firefighter Car Accident Extraction Training,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Firefighters do extraction training in 1994.,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00070.jpg,/objects/small/col010_mfdimages_00070_sm.jpg,/objects/thumbs/col010_mfdimages_00070_th.jpg,,
col010_00071,Meridian Firefighter Car Accident Extraction Training,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Firefighters do extraction training in 1994.,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00071.jpg,/objects/small/col010_mfdimages_00071_sm.jpg,/objects/thumbs/col010_mfdimages_00071_th.jpg,,
col010_00072,Meridian Firefighter Car Accident Extraction Training,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Firefighters do extraction training in 1994.,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00072.jpg,/objects/small/col010_mfdimages_00072_sm.jpg,/objects/thumbs/col010_mfdimages_00072_th.jpg,,
col010_00073,Meridian Fire Department Responds to Crash,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Firefiighters respond to a Crash. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00073.jpg,/objects/small/col010_mfdimages_00073_sm.jpg,/objects/thumbs/col010_mfdimages_00073_th.jpg,,
col010_00074,Meridian Fire Department Responds to Crash,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Firefiighters respond to a Crash. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00074.jpg,/objects/small/col010_mfdimages_00074_sm.jpg,/objects/thumbs/col010_mfdimages_00074_th.jpg,,
col010_00075,Meridian Fire Department Responds to Crash,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Firefiighters respond to a Crash. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00075.jpg,/objects/small/col010_mfdimages_00075_sm.jpg,/objects/thumbs/col010_mfdimages_00075_th.jpg,,
col010_00076,Meridian Fire Department Responds to Crash,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Firefiighters respond to a Crash. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00076.jpg,/objects/small/col010_mfdimages_00076_sm.jpg,/objects/thumbs/col010_mfdimages_00076_th.jpg,,
col010_00077,Emergency Worker with Life Flight Helicopter,Meridian Quick Response Unit/Meridian Fire Department ,1994,Emergency worker poses for picture with a Life Flight helicopter.,Emergency medical services; Emergency medical personnel; Helicopter ambulances,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00077.jpg,/objects/small/col010_mfdimages_00077_sm.jpg,/objects/thumbs/col010_mfdimages_00077_th.jpg,,
col010_00078,Meridian Fire Department Salmon BBQ Fundraiser,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Fire Department Salmon BBQ event-all the proceeds of the annual MFD “Salmon Feed” is donated to the burnout fund that helps families in Meridian and the surrounding area who lost homes and possessions to fire.,Firefighters; Fundraisers; Fund Raising,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00078.jpg,/objects/small/col010_mfdimages_00078_sm.jpg,/objects/thumbs/col010_mfdimages_00078_th.jpg,,
col010_00079,Meridian Fire Department Salmon BBQ Fundraiser,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Fire Department Salmon BBQ event-all the proceeds of the annual MFD “Salmon Feed” is donated to the burnout fund that helps families in Meridian and the surrounding area who lost homes and possessions to fire.,Firefighters; Fundraisers; Fund Raising,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00079.jpg,/objects/small/col010_mfdimages_00079_sm.jpg,/objects/thumbs/col010_mfdimages_00079_th.jpg,,
col010_00080,Meridian Fire Department Salmon BBQ Fundraiser,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Fire Department Salmon BBQ event-all the proceeds of the annual MFD “Salmon Feed” is donated to the burnout fund that helps families in Meridian and the surrounding area who lost homes and possessions to fire.,Firefighters; Fundraisers; Fund Raising,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00080.jpg,/objects/small/col010_mfdimages_00080_sm.jpg,/objects/thumbs/col010_mfdimages_00080_th.jpg,,
col010_00081,Meridian Fire Department Salmon BBQ Fundraiser,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Fire Department Salmon BBQ event-all the proceeds of the annual MFD “Salmon Feed” is donated to the burnout fund that helps families in Meridian and the surrounding area who lost homes and possessions to fire.,Firefighters; Fundraisers; Fund Raising,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00081.jpg,/objects/small/col010_mfdimages_00081_sm.jpg,/objects/thumbs/col010_mfdimages_00081_th.jpg,,
col010_00082,Meridian Fire Department Salmon BBQ Fundraiser,Meridian Quick Response Unit/Meridian Fire Department ,1994,Meridian Fire Department Salmon BBQ event-all the proceeds of the annual MFD “Salmon Feed” is donated to the burnout fund that helps families in Meridian and the surrounding area who lost homes and possessions to fire.,Firefighters; Fundraisers; Fund Raising,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00082.jpg,/objects/small/col010_mfdimages_00082_sm.jpg,/objects/thumbs/col010_mfdimages_00082_th.jpg,,
